user_id,name,city,age_group,account_age_days,kyc_status,registration_date
USR01425,Pavani Badami,Surat,60+,1690,Full KYC,2021-10-27
USR01426,Gagan Ahuja,Bhopal,18-25,1685,Full KYC,2021-11-01
USR01427,Adweta Mandal,Jaipur,46-60,724,Full KYC,2024-06-19
USR01428,Nitara Rai,Jaipur,36-45,1115,Minimal KYC,2023-05-25
USR01429,Sai Toor,Delhi,60+,1723,Full KYC,2021-09-24
USR01430,Falguni Sant,Delhi,18-25,808,Non-KYC,2024-03-27
USR01431,Zehaan Sood,Bhopal,60+,1615,Full KYC,2022-01-10
USR01432,Harita Pingle,Indore,60+,690,Full KYC,2024-07-23
USR01433,Caleb Dyal,Hyderabad,60+,1329,Full KYC,2022-10-23
USR01434,Baljiwan Bahl,Jaipur,26-35,1737,Full KYC,2021-09-10
USR01435,Ikbal Deshmukh,Bangalore,36-45,1254,Non-KYC,2023-01-06
USR01436,Sai Kulkarni,Bhopal,60+,1377,Minimal KYC,2022-09-05
USR01437,Ekansh Mann,Ahmedabad,18-25,511,Minimal KYC,2025-01-18
USR01438,Falguni Tiwari,Surat,26-35,1118,Full KYC,2023-05-22
USR01439,Arya Bhatnagar,Lucknow,60+,372,Full KYC,2025-06-06
USR01440,Nirja Sachdeva,Ahmedabad,18-25,361,Non-KYC,2025-06-17
USR01441,Ekansh Suresh,Indore,60+,203,Minimal KYC,2025-11-22
USR01442,Yashasvi Kurian,Ahmedabad,18-25,688,Minimal KYC,2024-07-25
USR01443,Samuel Wagle,Ahmedabad,26-35,634,Full KYC,2024-09-17
USR01444,Vedant Dada,Jaipur,46-60,562,Full KYC,2024-11-28
USR01445,Balveer Nanda,Ahmedabad,60+,534,Minimal KYC,2024-12-26
USR01446,Harsh Sawhney,Mumbai,60+,161,Minimal KYC,2026-01-03
USR01447,Mekhala Chahal,Ahmedabad,36-45,377,Full KYC,2025-06-01
USR01448,Yamini Mand,Lucknow,18-25,1459,Minimal KYC,2022-06-15
USR01449,Raagini Om,Kolkata,36-45,608,Minimal KYC,2024-10-13
USR01450,Tanmayi Salvi,Bhopal,18-25,223,Full KYC,2025-11-02
USR01451,Jagrati Sangha,Lucknow,26-35,376,Minimal KYC,2025-06-02
USR01452,Tanveer Sani,Nagpur,18-25,1822,Full KYC,2021-06-17
USR01453,Nitesh Sastry,Mumbai,46-60,1315,Minimal KYC,2022-11-06
USR01454,Wridesh Thakkar,Chennai,18-25,1775,Full KYC,2021-08-03
USR01455,Adya Bajwa,Jaipur,18-25,809,Full KYC,2024-03-26
USR01456,Fariq Purohit,Indore,18-25,312,Full KYC,2025-08-05
USR01457,Bhavani Tella,Indore,46-60,1433,Full KYC,2022-07-11
USR01458,Bhavika Luthra,Mumbai,36-45,470,Full KYC,2025-02-28
USR01459,Bhavya Bath,Kolkata,26-35,782,Full KYC,2024-04-22
USR01460,Varenya Pillay,Kanpur,26-35,171,Full KYC,2025-12-24
USR01461,Benjamin Chandran,Kanpur,46-60,778,Full KYC,2024-04-26
USR01462,Balveer Bawa,Chennai,46-60,1742,Full KYC,2021-09-05
USR01463,Balvan Sharma,Ahmedabad,46-60,1027,Minimal KYC,2023-08-21
USR01464,George Patil,Kolkata,18-25,910,Full KYC,2023-12-16
USR01465,Triveni Karpe,Surat,60+,584,Minimal KYC,2024-11-06
USR01466,Idika Gopal,Bangalore,36-45,894,Full KYC,2024-01-01
USR01467,Naksh Walla,Delhi,26-35,370,Full KYC,2025-06-08
USR01468,Abdul Datta,Jaipur,46-60,733,Full KYC,2024-06-10
USR01469,Jatin Mohanty,Jaipur,26-35,1416,Full KYC,2022-07-28
USR01470,David Dubey,Lucknow,26-35,262,Full KYC,2025-09-24
USR01471,Guneet Morar,Bhopal,18-25,1602,Full KYC,2022-01-23
USR01472,Yash Mand,Kanpur,18-25,1582,Full KYC,2022-02-12
USR01473,Gaurangi Lal,Pune,46-60,848,Minimal KYC,2024-02-16
USR01474,Dalbir Bhat,Surat,60+,212,Minimal KYC,2025-11-13
USR01475,Vedant Tella,Kolkata,60+,426,Minimal KYC,2025-04-13
USR01476,Yadavi Brahmbhatt,Kolkata,26-35,1547,Non-KYC,2022-03-19
USR01477,Urvashi Ramanathan,Hyderabad,46-60,1386,Non-KYC,2022-08-27
USR01478,Radhika Dutta,Chennai,26-35,1610,Full KYC,2022-01-15
USR01479,Theodore Suri,Pune,26-35,1673,Minimal KYC,2021-11-13
USR01480,Orinder Chatterjee,Indore,18-25,613,Non-KYC,2024-10-08
USR01481,Krishna Sampath,Mumbai,46-60,1162,Full KYC,2023-04-08
USR01482,Bhavya Manda,Nagpur,18-25,1293,Full KYC,2022-11-28
USR01483,Yatan Mishra,Hyderabad,26-35,631,Non-KYC,2024-09-20
USR01484,Tristan Sampath,Delhi,18-25,1303,Minimal KYC,2022-11-18
USR01485,Wridesh Goel,Nagpur,18-25,1206,Full KYC,2023-02-23
USR01486,Ishaan Varghese,Ahmedabad,60+,1396,Minimal KYC,2022-08-17
USR01487,Aahana Sagar,Surat,18-25,460,Full KYC,2025-03-10
USR01488,Ishaan Dada,Hyderabad,18-25,1740,Minimal KYC,2021-09-07
USR01489,Devansh Solanki,Kolkata,46-60,1711,Full KYC,2021-10-06
USR01490,Abhimanyu Thaman,Hyderabad,60+,1019,Minimal KYC,2023-08-29
USR01491,Samesh More,Hyderabad,18-25,449,Full KYC,2025-03-21
USR01492,Shaurya Nanda,Bangalore,60+,1712,Full KYC,2021-10-05
USR01493,Meera Sarna,Pune,26-35,965,Minimal KYC,2023-10-22
USR01494,Neelima Reddy,Bhopal,60+,1790,Full KYC,2021-07-19
USR01495,Abdul Sama,Chennai,60+,1808,Full KYC,2021-07-01
USR01496,Chasmum Raval,Nagpur,36-45,1823,Minimal KYC,2021-06-16
USR01497,Libni Varghese,Hyderabad,36-45,134,Full KYC,2026-01-30
USR01498,Kritika Kota,Indore,26-35,1319,Full KYC,2022-11-02
USR01499,Yashodhara Sidhu,Surat,60+,592,Non-KYC,2024-10-29
USR01500,Chatresh Wason,Hyderabad,46-60,1430,Full KYC,2022-07-14
USR01501,Dalaja Mammen,Pune,36-45,800,Minimal KYC,2024-04-04
USR01502,Xavier Sarkar,Mumbai,60+,696,Minimal KYC,2024-07-17
USR01503,Darika Dave,Nagpur,26-35,1658,Full KYC,2021-11-28
USR01504,Radhika Aurora,Surat,46-60,1403,Full KYC,2022-08-10
USR01505,Ekani Kunda,Jaipur,46-60,1134,Minimal KYC,2023-05-06
USR01506,Ekapad Halder,Mumbai,36-45,297,Full KYC,2025-08-20
USR01507,Kavya Memon,Surat,46-60,1364,Full KYC,2022-09-18
USR01508,Chandran Bhandari,Kanpur,60+,1015,Non-KYC,2023-09-02
USR01509,Yasti Banik,Chennai,46-60,603,Full KYC,2024-10-18
USR01510,Hemal Oommen,Kolkata,26-35,252,Full KYC,2025-10-04
USR01511,Wahab Kibe,Pune,46-60,1461,Minimal KYC,2022-06-13
USR01512,Veda Bora,Bangalore,60+,306,Minimal KYC,2025-08-11
USR01513,George Naik,Ahmedabad,26-35,1711,Full KYC,2021-10-06
USR01514,Pratyush Thaker,Bhopal,26-35,1482,Full KYC,2022-05-23
USR01515,Henry Kibe,Pune,26-35,1687,Full KYC,2021-10-30
USR01516,Eesha Kara,Kanpur,46-60,1417,Minimal KYC,2022-07-27
USR01517,Lipika Krish,Indore,18-25,1504,Full KYC,2022-05-01
USR01518,Oeshi Patil,Jaipur,46-60,1225,Non-KYC,2023-02-04
USR01519,Lucky Sharma,Kolkata,60+,1116,Full KYC,2023-05-24
USR01520,Gabriel Lanka,Jaipur,26-35,1128,Full KYC,2023-05-12
USR01521,Nimrat Samra,Kolkata,26-35,1171,Minimal KYC,2023-03-30
USR01522,Kamya Brahmbhatt,Pune,26-35,708,Full KYC,2024-07-05
USR01523,Rohan Raghavan,Chennai,18-25,1721,Full KYC,2021-09-26
USR01524,Veda Kamdar,Indore,46-60,1249,Full KYC,2023-01-11
USR01525,Gautami Nagy,Bhopal,36-45,862,Full KYC,2024-02-02
USR01526,Shivani Raj,Delhi,60+,1201,Full KYC,2023-02-28
USR01527,Ekaraj Pandey,Lucknow,26-35,1255,Full KYC,2023-01-05
USR01528,Vasatika Sagar,Mumbai,36-45,1472,Full KYC,2022-06-02
USR01529,Oliver Ratta,Kolkata,60+,1532,Minimal KYC,2022-04-03
USR01530,Dominic Dyal,Nagpur,18-25,424,Full KYC,2025-04-15
USR01531,Gaurangi Vig,Bhopal,18-25,605,Full KYC,2024-10-16
USR01532,Maanav Dhar,Hyderabad,60+,959,Minimal KYC,2023-10-28
USR01533,Arunima Basak,Lucknow,60+,1493,Non-KYC,2022-05-12
USR01534,Chasmum Rattan,Hyderabad,46-60,862,Full KYC,2024-02-02
USR01535,Tanveer Bhandari,Hyderabad,36-45,1678,Full KYC,2021-11-08
USR01536,Guneet Bose,Pune,18-25,866,Full KYC,2024-01-29
USR01537,Tara Anand,Hyderabad,26-35,1397,Full KYC,2022-08-16
USR01538,Ira Sen,Lucknow,18-25,104,Full KYC,2026-03-01
USR01539,Ati Dasgupta,Lucknow,46-60,1719,Full KYC,2021-09-28
USR01540,Ekapad Bawa,Indore,26-35,392,Full KYC,2025-05-17
USR01541,Imaran Bhakta,Lucknow,60+,1287,Full KYC,2022-12-04
USR01542,Hiral Lal,Lucknow,26-35,291,Minimal KYC,2025-08-26
USR01543,Upasna Pathak,Kolkata,26-35,940,Full KYC,2023-11-16
USR01544,Januja Mukherjee,Jaipur,36-45,514,Minimal KYC,2025-01-15
USR01545,Ishaan Chada,Kanpur,36-45,1602,Non-KYC,2022-01-23
USR01546,Alexander Samra,Kolkata,46-60,1088,Minimal KYC,2023-06-21
USR01547,Ekavir Kara,Jaipur,36-45,1761,Non-KYC,2021-08-17
USR01548,Rachit Tata,Pune,36-45,230,Non-KYC,2025-10-26
USR01549,Sanaya Ghosh,Chennai,60+,106,Full KYC,2026-02-27
USR01550,Keya Mahajan,Indore,46-60,667,Full KYC,2024-08-15
USR01551,Adya Bail,Ahmedabad,18-25,138,Non-KYC,2026-01-26
USR01552,Charvi Khalsa,Kanpur,46-60,1331,Full KYC,2022-10-21
USR01553,Hemal Mukhopadhyay,Kanpur,36-45,1218,Full KYC,2023-02-11
USR01554,Nidra Subramaniam,Indore,26-35,703,Full KYC,2024-07-10
USR01555,Yutika Cherian,Chennai,36-45,850,Minimal KYC,2024-02-14
USR01556,Jhalak Barad,Kolkata,18-25,976,Full KYC,2023-10-11
USR01557,Frado Kota,Nagpur,26-35,1407,Full KYC,2022-08-06
USR01558,Omya Varughese,Lucknow,26-35,1616,Full KYC,2022-01-09
USR01559,Wridesh Johal,Mumbai,36-45,370,Full KYC,2025-06-08
USR01560,Ijaya Zacharia,Jaipur,60+,1033,Full KYC,2023-08-15
USR01561,Noah Kalla,Nagpur,46-60,168,Full KYC,2025-12-27
USR01562,Lucky Dasgupta,Pune,26-35,1552,Full KYC,2022-03-14
USR01563,Vedika Subramaniam,Hyderabad,36-45,1333,Non-KYC,2022-10-19
USR01564,Dayamai Majumdar,Hyderabad,46-60,938,Full KYC,2023-11-18
USR01565,Leela Bal,Nagpur,26-35,168,Full KYC,2025-12-27
USR01566,Elijah Deep,Ahmedabad,60+,538,Non-KYC,2024-12-22
USR01567,Yadavi Jaggi,Surat,36-45,1817,Full KYC,2021-06-22
USR01568,Ekantika Date,Pune,46-60,1267,Full KYC,2022-12-24
USR01569,Aahana Sharaf,Lucknow,46-60,791,Full KYC,2024-04-13
USR01570,Hitesh Muni,Ahmedabad,26-35,1028,Full KYC,2023-08-20
USR01571,Advay Panchal,Lucknow,36-45,1337,Minimal KYC,2022-10-15
USR01572,Vamakshi Bassi,Bangalore,26-35,642,Full KYC,2024-09-09
USR01573,Onveer Bhargava,Lucknow,60+,1712,Full KYC,2021-10-05
USR01574,Mohini Char,Ahmedabad,26-35,1144,Non-KYC,2023-04-26
USR01575,Jeremiah Chadha,Indore,60+,296,Full KYC,2025-08-21
USR01576,Daksha Sethi,Surat,18-25,1612,Minimal KYC,2022-01-13
USR01577,Jeevika Shankar,Jaipur,18-25,1714,Minimal KYC,2021-10-03
USR01578,Eesha Sethi,Bhopal,18-25,1540,Full KYC,2022-03-26
USR01579,Neel Narula,Bhopal,18-25,1006,Minimal KYC,2023-09-11
USR01580,Gaurav Khatri,Kanpur,18-25,587,Full KYC,2024-11-03
USR01581,Aashi Pandit,Kolkata,26-35,1635,Full KYC,2021-12-21
USR01582,Rachana Loyal,Bhopal,26-35,176,Full KYC,2025-12-19
USR01583,Nidra Parmer,Delhi,26-35,649,Full KYC,2024-09-02
USR01584,Zinal Sule,Mumbai,26-35,893,Full KYC,2024-01-02
USR01585,Advika Pathak,Jaipur,46-60,724,Full KYC,2024-06-19
USR01586,Avi Choudhry,Chennai,18-25,1155,Full KYC,2023-04-15
USR01587,Advaith Dani,Nagpur,60+,1269,Full KYC,2022-12-22
USR01588,Inaya Master,Indore,46-60,744,Non-KYC,2024-05-30
USR01589,Deepa Wable,Surat,46-60,528,Full KYC,2025-01-01
USR01590,Onveer Sandhu,Mumbai,18-25,1744,Minimal KYC,2021-09-03
USR01591,Varsha Goda,Jaipur,60+,1784,Full KYC,2021-07-25
USR01592,Chasmum Sachdev,Kolkata,18-25,1740,Minimal KYC,2021-09-07
USR01593,Wishi Dara,Mumbai,60+,801,Minimal KYC,2024-04-03
USR01594,Peter Cheema,Lucknow,36-45,192,Full KYC,2025-12-03
USR01595,Oviya Bansal,Jaipur,36-45,1382,Full KYC,2022-08-31
USR01596,Zaitra Dyal,Mumbai,60+,970,Full KYC,2023-10-17
USR01597,Ishita Mitra,Bhopal,46-60,910,Full KYC,2023-12-16
USR01598,Udarsh Kakar,Kanpur,26-35,869,Full KYC,2024-01-26
USR01599,Chakradev Sharma,Delhi,18-25,1376,Full KYC,2022-09-06
USR01600,Rachita Seth,Jaipur,26-35,1066,Non-KYC,2023-07-13
USR01601,Balhaar Sridhar,Hyderabad,26-35,1754,Non-KYC,2021-08-24
USR01602,Balvan Deshmukh,Nagpur,60+,749,Minimal KYC,2024-05-25
USR01603,Pushti Hari,Pune,36-45,51,Minimal KYC,2026-04-23
USR01604,Anusha Nazareth,Pune,46-60,712,Minimal KYC,2024-07-01
USR01605,Gavin Mani,Delhi,36-45,935,Full KYC,2023-11-21
USR01606,Azaan Pillay,Kolkata,46-60,155,Full KYC,2026-01-09
USR01607,Viraj Sahota,Nagpur,26-35,1257,Minimal KYC,2023-01-03
USR01608,Samaksh Dubey,Lucknow,26-35,1717,Minimal KYC,2021-09-30
USR01609,Advaith Chaudry,Pune,18-25,1339,Non-KYC,2022-10-13
USR01610,Darsh Babu,Surat,18-25,1356,Non-KYC,2022-09-26
USR01611,Tanay Verma,Delhi,46-60,1423,Minimal KYC,2022-07-21
USR01612,Akshay Sibal,Kolkata,46-60,142,Full KYC,2026-01-22
USR01613,Vrinda Chaudhary,Jaipur,46-60,571,Full KYC,2024-11-19
USR01614,Yoshita Andra,Mumbai,18-25,1118,Full KYC,2023-05-22
USR01615,Kritika Baria,Lucknow,26-35,1602,Minimal KYC,2022-01-23
USR01616,Max Karpe,Delhi,46-60,1602,Full KYC,2022-01-23
USR01617,Balhaar Deep,Bhopal,46-60,677,Minimal KYC,2024-08-05
USR01618,Upkaar Banerjee,Surat,36-45,1181,Minimal KYC,2023-03-20
USR01619,Jhalak Rai,Nagpur,18-25,286,Minimal KYC,2025-08-31
USR01620,Zayyan Nagarajan,Indore,60+,223,Full KYC,2025-11-02
USR01621,Watika Mane,Indore,18-25,1588,Full KYC,2022-02-06
USR01622,Robert Zacharia,Hyderabad,26-35,971,Full KYC,2023-10-16
USR01623,Dalaja Khatri,Indore,60+,1313,Full KYC,2022-11-08
USR01624,Benjamin Garg,Ahmedabad,36-45,1411,Full KYC,2022-08-02
USR01625,Yash Hayer,Mumbai,18-25,1637,Full KYC,2021-12-19
USR01626,Garima Bansal,Surat,36-45,217,Full KYC,2025-11-08
USR01627,Raksha Deshpande,Indore,60+,1343,Full KYC,2022-10-09
USR01628,Leela Sabharwal,Nagpur,18-25,112,Full KYC,2026-02-21
USR01629,Patrick Oak,Bangalore,36-45,1581,Minimal KYC,2022-02-13
USR01630,Devansh Nayar,Mumbai,26-35,1710,Full KYC,2021-10-07
USR01631,Benjamin Parmer,Nagpur,26-35,1799,Full KYC,2021-07-10
USR01632,Gavin Nigam,Kanpur,46-60,1411,Full KYC,2022-08-02
USR01633,Gopal Dutta,Indore,18-25,479,Minimal KYC,2025-02-19
USR01634,Naveen Ganguly,Pune,26-35,213,Full KYC,2025-11-12
USR01635,Devansh Mitter,Nagpur,26-35,537,Minimal KYC,2024-12-23
USR01636,Eshana Kala,Nagpur,46-60,1504,Minimal KYC,2022-05-01
USR01637,Charan Narayan,Surat,60+,1003,Full KYC,2023-09-14
USR01638,Bhavani Patel,Chennai,46-60,1620,Non-KYC,2022-01-05
USR01639,Ekalinga Bhagat,Kanpur,26-35,762,Full KYC,2024-05-12
USR01640,Faras Grewal,Kanpur,18-25,350,Full KYC,2025-06-28
USR01641,Hredhaan Kadakia,Jaipur,36-45,1723,Non-KYC,2021-09-24
USR01642,Yagnesh Krish,Mumbai,18-25,1586,Full KYC,2022-02-08
USR01643,Jalsa Kashyap,Kolkata,26-35,1366,Minimal KYC,2022-09-16
USR01644,Gayathri Karpe,Bhopal,18-25,60,Minimal KYC,2026-04-14
USR01645,Yachana Tandon,Chennai,60+,1076,Minimal KYC,2023-07-03
USR01646,Alka Varma,Kanpur,60+,1127,Full KYC,2023-05-13
USR01647,Bhavna Naik,Nagpur,46-60,1509,Full KYC,2022-04-26
USR01648,Gopal Nagi,Kanpur,36-45,689,Minimal KYC,2024-07-24
USR01649,Neelima Sandal,Mumbai,36-45,1067,Full KYC,2023-07-12
USR01650,Veda Bhatnagar,Kanpur,46-60,1041,Full KYC,2023-08-07
USR01651,Simon Bhakta,Ahmedabad,26-35,876,Full KYC,2024-01-19
USR01652,Kamala Ratti,Chennai,60+,732,Full KYC,2024-06-11
USR01653,Harini Bhakta,Kolkata,46-60,1112,Minimal KYC,2023-05-28
USR01654,Christopher Rege,Bangalore,60+,1519,Full KYC,2022-04-16
USR01655,Zaid Kade,Surat,46-60,1343,Full KYC,2022-10-09
USR01656,Dalbir Barman,Delhi,60+,383,Minimal KYC,2025-05-26
USR01657,Christopher Chaudhary,Pune,26-35,902,Minimal KYC,2023-12-24
USR01658,Aditya Sahota,Lucknow,18-25,1644,Full KYC,2021-12-12
USR01659,Pushti Ram,Delhi,36-45,1294,Full KYC,2022-11-27
USR01660,Ansh Hora,Bangalore,46-60,1207,Minimal KYC,2023-02-22
USR01661,Atharv Ganesh,Lucknow,26-35,1779,Minimal KYC,2021-07-30
USR01662,Chandran Dua,Lucknow,46-60,1396,Full KYC,2022-08-17
USR01663,Yashvi Ahluwalia,Chennai,36-45,419,Full KYC,2025-04-20
USR01664,Benjamin Bhat,Delhi,18-25,918,Full KYC,2023-12-08
USR01665,Adya Bir,Mumbai,36-45,697,Full KYC,2024-07-16
USR01666,Mitali Ghosh,Ahmedabad,36-45,606,Full KYC,2024-10-15
USR01667,Gaurav Mand,Kanpur,36-45,166,Minimal KYC,2025-12-29
USR01668,Gaurangi Naik,Delhi,26-35,457,Full KYC,2025-03-13
USR01669,Hema Sodhi,Delhi,26-35,940,Non-KYC,2023-11-16
USR01670,Ekaraj Barman,Kolkata,46-60,1136,Non-KYC,2023-05-04
USR01671,Lila Anand,Jaipur,60+,653,Non-KYC,2024-08-29
USR01672,Meera Sampath,Jaipur,46-60,720,Full KYC,2024-06-23
USR01673,Abha Gandhi,Delhi,18-25,1751,Full KYC,2021-08-27
USR01674,Vidhi Korpal,Delhi,36-45,958,Non-KYC,2023-10-29
USR01675,Lohit Morar,Jaipur,18-25,1782,Minimal KYC,2021-07-27
USR01676,Qushi Buch,Nagpur,60+,935,Full KYC,2023-11-21
USR01677,Dev Bajaj,Kanpur,36-45,1778,Minimal KYC,2021-07-31
USR01678,Ayaan Manda,Bhopal,46-60,1066,Full KYC,2023-07-13
USR01679,Radhika Chad,Mumbai,36-45,1589,Minimal KYC,2022-02-05
USR01680,Sarthak Grover,Kolkata,46-60,1505,Minimal KYC,2022-04-30
USR01681,Chaitanya Banik,Kanpur,18-25,1659,Full KYC,2021-11-27
USR01682,Zaid Issac,Lucknow,60+,1008,Full KYC,2023-09-09
USR01683,Hardik Dara,Indore,26-35,1346,Full KYC,2022-10-06
USR01684,Brinda Panchal,Nagpur,60+,1154,Full KYC,2023-04-16
USR01685,Harita Raval,Bangalore,46-60,900,Full KYC,2023-12-26
USR01686,Madhav Grewal,Bangalore,26-35,1606,Full KYC,2022-01-19
USR01687,Yadavi Edwin,Pune,36-45,1549,Full KYC,2022-03-17
USR01688,Chanakya Golla,Pune,46-60,256,Full KYC,2025-09-30
USR01689,Oscar Sahni,Bangalore,18-25,921,Minimal KYC,2023-12-05
USR01690,Ekansh Pillai,Bangalore,46-60,1066,Full KYC,2023-07-13
USR01691,Unnati Balay,Pune,46-60,426,Full KYC,2025-04-13
USR01692,Yauvani Dash,Pune,46-60,927,Full KYC,2023-11-29
USR01693,Luke Sibal,Kanpur,18-25,358,Minimal KYC,2025-06-20
USR01694,Hiral Barad,Chennai,36-45,981,Full KYC,2023-10-06
USR01695,George Bir,Hyderabad,46-60,1153,Minimal KYC,2023-04-17
USR01696,Daksh Choudhry,Nagpur,60+,1226,Full KYC,2023-02-03
USR01697,Yug Prakash,Hyderabad,46-60,1781,Non-KYC,2021-07-28
USR01698,Frederick Zacharia,Delhi,26-35,303,Minimal KYC,2025-08-14
USR01699,Waida Bala,Pune,18-25,355,Full KYC,2025-06-23
USR01700,Vedant Koshy,Kolkata,36-45,1202,Minimal KYC,2023-02-27
USR01701,Gabriel Narang,Bhopal,60+,851,Full KYC,2024-02-13
USR01702,Urvi Chandra,Kolkata,36-45,385,Full KYC,2025-05-24
USR01703,Jeet Bath,Ahmedabad,36-45,264,Full KYC,2025-09-22
USR01704,Nidra Tella,Kolkata,60+,1366,Minimal KYC,2022-09-16
USR01705,Radhika Bhargava,Bangalore,36-45,83,Full KYC,2026-03-22
USR01706,Ubika Choudhry,Chennai,60+,1097,Full KYC,2023-06-12
USR01707,Avni Murthy,Lucknow,26-35,1639,Full KYC,2021-12-17
USR01708,Nilima Ramaswamy,Ahmedabad,36-45,1730,Non-KYC,2021-09-17
USR01709,Sathvik Bhardwaj,Bangalore,46-60,1823,Full KYC,2021-06-16
USR01710,Harshil Pradhan,Chennai,36-45,897,Non-KYC,2023-12-29
USR01711,Nihal Chopra,Lucknow,46-60,704,Full KYC,2024-07-09
USR01712,Harsh Doctor,Nagpur,26-35,140,Full KYC,2026-01-24
USR01713,Upasna Nayak,Chennai,46-60,1235,Full KYC,2023-01-25
USR01714,Reva Bhalla,Pune,46-60,570,Full KYC,2024-11-20
USR01715,Chatura Ahuja,Chennai,18-25,769,Full KYC,2024-05-05
USR01716,Balhaar Sodhi,Indore,60+,887,Minimal KYC,2024-01-08
USR01717,Hema Dayal,Hyderabad,60+,148,Minimal KYC,2026-01-16
USR01718,Aishani Dhar,Jaipur,26-35,1740,Full KYC,2021-09-07
USR01719,Kai Ratta,Surat,60+,1657,Non-KYC,2021-11-29
USR01720,Chandran Wable,Mumbai,46-60,1555,Full KYC,2022-03-11
USR01721,Tarak Dani,Lucknow,26-35,1752,Full KYC,2021-08-26
USR01722,Caleb Thakkar,Ahmedabad,36-45,774,Full KYC,2024-04-30
USR01723,Harini Nath,Bhopal,18-25,1187,Full KYC,2023-03-14
USR01724,Bimala Sridhar,Bhopal,46-60,1789,Full KYC,2021-07-20
USR01725,Hemal Butala,Surat,46-60,62,Minimal KYC,2026-04-12
USR01726,Neelima Bahl,Bangalore,36-45,548,Full KYC,2024-12-12
USR01727,Vedant Manda,Hyderabad,36-45,1691,Full KYC,2021-10-26
USR01728,Eshana Sur,Surat,26-35,749,Full KYC,2024-05-25
USR01729,Rachit Subramanian,Lucknow,46-60,513,Full KYC,2025-01-16
USR01730,Advaith Barman,Kanpur,46-60,1281,Minimal KYC,2022-12-10
USR01731,Falguni Gour,Delhi,46-60,486,Full KYC,2025-02-12
USR01732,Elijah Das,Nagpur,46-60,805,Minimal KYC,2024-03-30
USR01733,Ranbir Virk,Nagpur,46-60,758,Full KYC,2024-05-16
USR01734,Zinal Manne,Jaipur,60+,1098,Full KYC,2023-06-11
USR01735,Quincy Khosla,Indore,46-60,673,Minimal KYC,2024-08-09
USR01736,Azad Sidhu,Jaipur,18-25,518,Non-KYC,2025-01-11
USR01737,Kashish Morar,Kanpur,36-45,1279,Full KYC,2022-12-12
USR01738,Ishani Boase,Lucknow,60+,1132,Full KYC,2023-05-08
USR01739,Faqid Wali,Nagpur,18-25,1271,Full KYC,2022-12-20
USR01740,Vasatika Chad,Delhi,26-35,1157,Non-KYC,2023-04-13
USR01741,Prisha Kothari,Surat,36-45,1698,Full KYC,2021-10-19
USR01742,Chaaya Mangal,Bangalore,60+,1009,Full KYC,2023-09-08
USR01743,Jackson Rau,Mumbai,60+,1196,Full KYC,2023-03-05
USR01744,Vyanjana Andra,Surat,46-60,307,Full KYC,2025-08-10
USR01745,Frederick Gola,Kanpur,36-45,1624,Minimal KYC,2022-01-01
USR01746,Vrishti Nayak,Kanpur,46-60,1252,Full KYC,2023-01-08
USR01747,Triveni Singh,Delhi,18-25,55,Minimal KYC,2026-04-19
USR01748,Girindra Desai,Delhi,36-45,536,Full KYC,2024-12-24
USR01749,Vidhi Sinha,Hyderabad,60+,296,Non-KYC,2025-08-21
USR01750,Peter Rai,Lucknow,60+,485,Full KYC,2025-02-13
USR01751,Sudiksha Subramaniam,Jaipur,60+,1036,Full KYC,2023-08-12
USR01752,Upkaar Patil,Lucknow,60+,520,Minimal KYC,2025-01-09
USR01753,Nicholas Palla,Hyderabad,46-60,1740,Non-KYC,2021-09-07
USR01754,Neelima Dugar,Chennai,46-60,245,Minimal KYC,2025-10-11
USR01755,Turvi Nazareth,Ahmedabad,60+,1622,Minimal KYC,2022-01-03
USR01756,Caleb Kaur,Lucknow,60+,518,Minimal KYC,2025-01-11
USR01757,Arya Parmer,Bangalore,36-45,823,Full KYC,2024-03-12
USR01758,Nachiket Wagle,Mumbai,46-60,34,Full KYC,2026-05-10
USR01759,Nandini Ghose,Delhi,36-45,390,Full KYC,2025-05-19
USR01760,Rishi Walia,Kolkata,18-25,1619,Full KYC,2022-01-06
USR01761,Kalpit Dyal,Delhi,26-35,451,Full KYC,2025-03-19
USR01762,Amrita Pingle,Chennai,36-45,44,Full KYC,2026-04-30
USR01763,Gautam Wali,Chennai,46-60,1175,Minimal KYC,2023-03-26
USR01764,Brinda Koshy,Kanpur,26-35,482,Full KYC,2025-02-16
USR01765,Nimrat Luthra,Jaipur,46-60,1627,Minimal KYC,2021-12-29
USR01766,Andrew Chad,Chennai,46-60,239,Full KYC,2025-10-17
USR01767,Qasim Prakash,Delhi,46-60,331,Full KYC,2025-07-17
USR01768,Gaurika Rege,Lucknow,46-60,1787,Full KYC,2021-07-22
USR01769,Oni Sarna,Chennai,18-25,1571,Full KYC,2022-02-23
USR01770,Anusha Prasad,Pune,18-25,1481,Minimal KYC,2022-05-24
USR01771,Tara Kata,Kanpur,18-25,649,Minimal KYC,2024-09-02
USR01772,Neel Varghese,Mumbai,36-45,1805,Non-KYC,2021-07-04
USR01773,Gaurang Bedi,Surat,18-25,79,Minimal KYC,2026-03-26
USR01774,Krishna Atwal,Surat,26-35,1721,Minimal KYC,2021-09-26
USR01775,Yamini Ranganathan,Indore,26-35,1734,Full KYC,2021-09-13
